Date,City,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,WindSpeed,Rainfall
2021-07-03,Chennai,106,17.6,31.7,32.9,6.2,1.06,46.7,30.8,73.1,7.9,0.2
2021-07-03,Kolkata,119,28.2,53.8,16.9,5.4,0.91,52.4,31.4,69.3,10.9,6.7
2021-07-03,Jaipur,127,31.7,41.9,22.3,7.7,1.45,29.0,23.0,84.7,10.9,0.3
2021-07-03,Lucknow,215,54.3,94.5,24.7,11.6,2.26,53.2,27.8,83.8,13.8,0.0
2021-07-03,Hyderabad,88,10.0,30.5,33.2,11.5,0.63,44.7,28.3,78.0,13.6,0.0
2021-07-03,Pune,62,10.0,19.0,14.8,5.1,0.65,34.8,25.9,83.4,14.2,1.4
2021-07-03,Ahmedabad,142,33.5,69.2,36.9,6.7,1.11,10.0,27.0,71.8,13.2,0.0
2021-07-03,Visakhapatnam,151,32.6,66.2,21.9,14.8,1.39,57.6,24.3,90.5,11.7,0.9
2021-07-04,Delhi,128,34.0,62.7,24.7,2.6,0.62,43.2,24.1,83.2,12.4,7.2
2021-07-04,Mumbai,85,10.0,6.3,20.1,8.2,1.5,58.6,26.8,69.0,9.8,0.0
2021-07-04,Bangalore,76,10.0,34.9,13.4,4.8,0.9,42.8,36.5,84.8,12.5,3.6
2021-07-04,Chennai,118,26.1,38.5,39.2,6.9,0.79,30.5,33.4,75.6,13.6,0.0
2021-07-04,Kolkata,62,10.0,14.8,5.0,5.1,0.7,64.7,25.4,100.0,11.1,1.7
2021-07-04,Jaipur,115,33.9,52.0,11.1,10.0,0.76,30.5,29.4,70.7,13.4,0.9
2021-07-04,Lucknow,76,20.2,31.1,5.0,5.0,0.42,53.9,25.3,77.4,13.0,4.9
2021-07-04,Hyderabad,65,11.2,18.3,17.8,7.1,0.71,25.7,25.1,97.6,10.7,3.6
2021-07-04,Pune,67,10.0,21.3,6.4,3.0,1.08,45.2,22.4,79.1,11.4,5.5
2021-07-04,Ahmedabad,69,10.0,8.6,21.0,6.0,1.13,27.4,29.9,91.8,13.0,3.1
2021-07-04,Visakhapatnam,75,12.8,29.5,14.4,8.4,0.74,37.7,27.2,92.7,12.6,1.6
2021-07-05,Delhi,113,26.8,44.7,19.2,5.2,1.09,36.0,28.9,76.4,11.3,3.2
2021-07-05,Mumbai,116,19.6,23.2,35.7,10.9,1.55,35.5,23.3,86.4,11.7,0.0
2021-07-05,Bangalore,62,10.0,19.1,18.3,2.9,0.61,32.7,28.2,94.9,14.8,5.0
2021-07-05,Chennai,61,10.5,-2.0,22.0,4.7,0.65,46.8,31.0,70.3,9.7,7.4
2021-07-05,Kolkata,65,10.6,8.8,14.8,6.4,0.3,79.0,27.4,86.5,14.1,6.2
2021-07-05,Jaipur,74,11.2,25.5,23.4,7.9,0.6,35.3,32.1,81.8,11.4,7.2
2021-07-05,Lucknow,71,19.8,33.0,12.3,3.1,0.51,14.0,27.3,97.1,15.1,6.3
2021-07-05,Hyderabad,64,12.9,13.8,15.8,5.7,0.71,29.7,30.1,86.1,12.2,7.9
2021-07-05,Pune,119,16.6,36.1,37.1,6.8,1.44,48.2,22.9,78.0,10.7,0.3
2021-07-05,Ahmedabad,121,12.9,28.9,33.8,13.4,1.6,72.9,27.4,76.2,10.7,0.0
2021-07-05,Visakhapatnam,75,14.5,24.0,19.8,6.8,0.57,36.3,31.5,72.4,12.0,3.7
2021-07-06,Delhi,163,29.3,62.1,34.8,10.8,2.37,26.2,29.6,83.9,11.2,0.0
2021-07-06,Mumbai,117,29.5,38.9,31.4,5.0,1.08,14.1,26.6,87.8,13.3,0.0
2021-07-06,Bangalore,138,25.2,47.8,33.5,7.8,1.53,49.7,28.3,76.7,11.4,0.0
2021-07-06,Chennai,51,10.0,16.5,13.4,2.6,0.64,10.0,22.8,86.1,15.8,6.4
2021-07-06,Kolkata,144,35.5,65.4,20.3,4.1,1.61,27.8,31.2,100.0,8.5,0.0
2021-07-06,Jaipur,88,16.5,34.7,22.2,3.9,0.84,33.9,31.7,79.2,14.0,3.3
2021-07-06,Lucknow,80,18.5,35.8,11.5,3.2,0.52,46.2,29.6,79.6,13.0,5.1
2021-07-06,Hyderabad,76,13.0,18.2,20.2,2.8,0.95,39.2,27.8,80.5,12.3,4.5
2021-07-06,Pune,142,17.2,26.0,41.4,6.8,2.41,62.0,25.9,64.1,10.6,0.0
2021-07-06,Ahmedabad,142,20.3,39.0,36.3,10.8,1.98,62.6,29.0,91.4,13.1,0.0
2021-07-06,Visakhapatnam,84,10.0,47.6,14.7,5.2,0.69,59.3,31.7,94.4,13.2,6.9
2021-07-07,Delhi,58,13.1,11.8,8.2,5.0,0.78,27.8,27.0,96.6,12.2,6.7
2021-07-07,Mumbai,140,14.9,38.7,31.6,10.3,2.48,61.2,29.3,98.3,11.0,0.0
2021-07-07,Bangalore,116,24.5,40.6,31.8,5.7,0.94,41.3,27.0,80.8,10.3,0.7
2021-07-07,Chennai,60,10.0,33.7,5.0,6.1,0.57,35.1,28.2,83.9,13.8,3.1
2021-07-07,Kolkata,157,34.7,64.9,6.0,6.8,2.62,40.6,27.6,91.7,12.4,0.0
2021-07-07,Jaipur,81,12.7,12.0,17.2,4.4,1.11,61.0,24.9,78.0,10.4,4.0
2021-07-07,Lucknow,96,24.0,49.7,13.2,7.5,0.49,39.8,29.8,93.9,11.2,3.3
2021-07-07,Hyderabad,72,12.5,23.0,17.3,2.6,0.58,50.7,33.9,71.4,10.9,6.2
2021-07-07,Pune,64,10.6,17.4,10.7,5.0,0.95,31.3,26.1,97.9,13.8,6.8
2021-07-07,Ahmedabad,154,31.6,57.4,21.3,9.6,1.72,72.9,28.8,63.9,12.6,0.0
2021-07-07,Visakhapatnam,98,16.8,26.4,24.5,10.9,1.11,43.6,24.3,86.8,11.8,0.0
2021-07-08,Delhi,106,22.7,42.8,5.0,8.3,1.42,48.6,31.6,83.6,8.6,0.0
2021-07-08,Mumbai,84,11.3,31.0,6.5,8.3,1.35,52.0,27.8,73.8,15.5,0.0
2021-07-08,Bangalore,103,22.8,42.2,24.2,10.7,0.67,34.5,28.7,93.8,12.7,0.0
2021-07-08,Chennai,67,13.8,10.0,20.3,2.5,0.7,35.7,28.1,72.4,14.1,5.3
2021-07-08,Kolkata,86,18.8,30.8,13.6,5.2,1.02,30.6,24.4,86.5,8.1,4.5
2021-07-08,Jaipur,207,56.3,105.7,48.3,10.7,0.51,51.9,23.9,88.3,9.1,0.6
2021-07-08,Lucknow,111,21.5,34.8,25.0,12.1,1.34,28.7,31.8,83.4,9.4,0.2
2021-07-08,Hyderabad,163,35.3,63.6,19.6,12.6,2.15,44.9,28.9,82.8,12.0,0.0
2021-07-08,Pune,112,20.9,28.4,45.6,15.2,0.87,17.0,25.3,80.1,9.5,0.0
2021-07-08,Ahmedabad,115,17.0,27.9,32.8,10.6,1.72,33.1,26.4,89.2,10.0,0.0
2021-07-08,Visakhapatnam,70,14.8,12.1,21.6,5.3,0.51,39.0,24.2,72.5,11.5,4.0
2021-07-09,Delhi,204,46.8,97.5,37.7,11.1,1.77,46.8,27.4,80.7,10.4,0.0
2021-07-09,Mumbai,60,12.0,25.7,14.4,7.1,0.42,21.3,26.3,89.1,8.7,5.4
2021-07-09,Bangalore,137,22.8,46.9,34.2,10.5,1.8,37.1,24.4,85.6,13.3,0.0
2021-07-09,Chennai,71,10.0,18.5,18.3,3.3,0.97,39.6,27.0,78.2,11.7,6.3
2021-07-09,Kolkata,216,55.7,116.1,35.0,10.5,1.48,41.4,36.7,86.5,11.6,0.0
2021-07-09,Jaipur,76,17.6,17.8,17.5,7.8,0.51,41.9,29.3,90.5,10.9,3.8
2021-07-09,Lucknow,140,30.8,79.5,20.9,9.1,1.09,36.4,29.0,77.8,10.4,0.0
2021-07-09,Hyderabad,110,22.7,50.7,11.1,7.0,1.33,39.4,31.4,95.3,16.3,0.0
2021-07-09,Pune,110,19.3,35.7,26.7,13.5,1.56,15.0,22.2,100.0,11.4,0.0
2021-07-09,Ahmedabad,97,20.5,42.4,12.3,3.5,1.03,43.5,30.3,95.8,11.7,3.8
2021-07-09,Visakhapatnam,56,10.4,6.6,14.5,4.3,0.52,43.1,26.7,73.9,9.5,2.7
2021-07-10,Delhi,105,30.6,43.3,12.4,4.3,0.71,39.3,28.5,84.4,8.2,3.4
2021-07-10,Mumbai,91,20.6,38.6,18.6,3.5,0.71,34.0,31.8,85.3,11.7,1.8
2021-07-10,Bangalore,64,13.0,22.3,15.3,6.8,0.57,23.3,26.1,100.0,13.2,3.7
2021-07-10,Chennai,76,12.8,25.9,14.3,3.3,1.39,10.0,28.7,95.7,7.0,0.0
2021-07-10,Kolkata,76,15.4,7.3,13.4,5.6,1.06,51.3,26.3,91.2,14.2,7.1
2021-07-10,Jaipur,154,38.2,66.0,31.6,9.7,1.36,21.9,28.2,72.2,7.5,0.0
2021-07-10,Lucknow,98,23.0,57.9,9.4,4.2,0.96,20.8,26.0,92.4,13.1,6.8
2021-07-10,Hyderabad,77,10.0,30.0,16.1,4.9,0.51,74.3,24.5,71.9,8.9,4.2
2021-07-10,Pune,65,10.0,34.2,12.2,5.6,0.75,20.9,29.3,76.4,9.0,7.5
2021-07-10,Ahmedabad,199,44.9,74.5,38.3,7.7,2.04,66.5,31.7,75.0,11.8,0.0
2021-07-10,Visakhapatnam,79,13.8,12.3,18.5,3.9,0.84,62.0,29.8,90.3,10.4,4.2
2021-07-11,Delhi,79,15.5,32.4,16.1,5.1,0.69,35.3,31.0,86.2,11.5,6.9
2021-07-11,Mumbai,88,16.8,46.0,5.0,4.3,1.08,43.1,29.7,73.5,14.2,5.2
2021-07-11,Bangalore,67,10.0,20.1,20.2,3.9,0.83,24.8,24.1,82.1,11.9,3.0
2021-07-11,Chennai,56,10.0,-15.9,16.8,3.7,0.87,55.7,22.7,96.9,11.4,2.4
2021-07-11,Kolkata,193,51.8,103.0,26.3,8.6,1.33,41.8,31.5,91.8,12.4,0.0
2021-07-11,Jaipur,196,44.2,81.9,38.7,15.9,1.85,45.4,27.1,100.0,9.7,0.0
2021-07-11,Lucknow,126,25.9,55.8,16.4,8.4,1.76,23.5,27.9,88.7,12.1,0.0
2021-07-11,Hyderabad,108,25.5,19.9,33.9,15.2,0.82,31.8,28.0,79.0,10.9,0.0
2021-07-11,Pune,140,24.3,39.6,35.1,12.1,1.61,61.1,26.4,89.0,10.1,0.5
2021-07-11,Ahmedabad,71,10.1,19.6,18.3,7.0,0.94,30.9,22.9,79.3,13.9,7.8
2021-07-11,Visakhapatnam,114,21.5,37.0,20.8,14.6,1.07,60.0,24.9,84.9,13.9,0.0
2021-07-12,Delhi,95,18.0,28.5,12.5,4.8,1.1,64.7,24.2,92.8,10.9,4.9
2021-07-12,Mumbai,109,13.8,27.5,36.9,11.0,1.17,55.6,29.0,83.7,8.0,0.0
2021-07-12,Bangalore,55,10.0,17.1,10.7,3.8,0.45,42.6,28.4,92.6,16.6,6.5
2021-07-12,Chennai,158,35.9,65.0,34.6,12.8,1.5,27.6,34.3,84.0,13.1,0.0
2021-07-12,Kolkata,176,41.6,74.1,40.7,13.7,1.08,52.4,27.1,97.5,10.9,0.0
2021-07-12,Jaipur,85,18.7,19.4,15.8,5.3,1.15,33.4,25.5,98.1,11.6,1.2
2021-07-12,Lucknow,145,32.7,60.9,30.5,13.3,1.09,44.4,30.3,76.8,8.9,0.0
2021-07-12,Hyderabad,74,10.0,35.6,14.4,4.8,0.71,46.7,29.4,75.0,13.6,6.3
2021-07-12,Pune,53,10.0,5.2,9.3,6.0,1.04,14.7,28.9,93.8,12.5,4.7
2021-07-12,Ahmedabad,131,28.6,52.2,24.7,9.1,1.1,55.5,31.6,72.2,11.4,0.0
2021-07-12,Visakhapatnam,66,11.2,25.5,12.1,6.7,0.67,33.9,29.4,79.4,14.9,4.9
2021-07-13,Delhi,243,75.0,128.1,24.1,6.2,1.57,44.5,32.7,91.6,10.1,0.0
2021-07-13,Mumbai,68,10.0,2.6,16.8,3.8,1.34,32.1,28.0,87.3,11.0,4.4
2021-07-13,Bangalore,129,27.5,53.6,26.5,10.7,1.41,23.2,24.9,77.3,12.2,0.0
2021-07-13,Chennai,58,10.5,23.7,5.0,5.4,0.5,48.4,29.6,100.0,11.4,3.1
2021-07-13,Kolkata,106,29.5,58.3,12.9,8.0,0.3,42.8,24.1,90.1,13.7,2.4
2021-07-13,Jaipur,172,34.1,53.1,31.6,5.3,2.35,64.7,21.6,89.6,13.7,0.0
2021-07-13,Lucknow,93,18.1,25.5,20.2,5.7,1.07,44.6,30.0,72.8,12.8,4.8
2021-07-13,Hyderabad,147,19.7,44.1,50.7,10.2,2.01,33.8,29.4,86.5,10.8,0.0
2021-07-13,Pune,108,10.0,10.1,39.0,9.0,2.09,37.1,31.6,87.4,10.2,0.0
2021-07-13,Ahmedabad,105,14.8,39.7,20.2,5.3,1.1,74.2,27.7,91.8,12.1,2.0
2021-07-13,Visakhapatnam,145,31.4,64.5,34.9,6.3,1.56,12.6,28.2,80.6,13.1,0.0
2021-07-14,Delhi,96,12.7,14.2,25.1,3.4,1.36,69.8,30.0,79.2,14.3,6.1
2021-07-14,Mumbai,87,12.8,10.9,23.4,4.0,0.73,90.8,27.4,90.4,11.1,3.0
2021-07-14,Bangalore,74,10.0,6.4,16.6,8.1,1.09,57.4,30.7,89.7,12.6,4.8
2021-07-14,Chennai,118,22.4,43.2,27.1,9.8,1.45,24.7,28.2,93.6,8.6,0.0
2021-07-14,Kolkata,149,34.5,71.3,13.1,11.1,1.61,46.6,31.7,96.6,10.9,0.1
2021-07-14,Jaipur,76,15.9,21.6,14.7,6.2,0.61,50.1,28.3,75.4,14.4,2.9
2021-07-14,Lucknow,54,11.8,13.1,5.4,3.4,0.57,42.8,28.6,85.8,15.5,8.0
2021-07-14,Hyderabad,58,12.4,13.5,9.3,4.9,0.7,29.2,29.1,75.1,14.7,4.2
2021-07-14,Pune,141,20.9,46.8,40.1,5.4,2.2,27.2,25.3,91.5,13.0,0.0
2021-07-14,Ahmedabad,99,17.4,35.6,32.6,5.3,0.72,40.4,30.4,65.6,15.6,0.0
2021-07-14,Visakhapatnam,73,11.3,30.0,12.7,6.6,0.77,43.7,30.2,86.1,12.4,7.2
2021-07-15,Delhi,109,24.1,46.2,16.7,6.1,0.8,59.4,32.1,78.9,11.9,4.6
2021-07-15,Mumbai,53,10.0,10.9,14.0,4.4,0.32,44.7,30.5,76.1,15.1,1.3
2021-07-15,Bangalore,74,10.0,21.5,22.1,2.6,0.85,42.6,29.6,77.9,9.4,7.9
2021-07-15,Chennai,139,23.8,44.7,34.2,9.8,1.78,44.3,28.1,84.5,12.6,0.0
2021-07-15,Kolkata,73,19.0,19.6,16.7,6.2,0.3,42.1,27.6,94.9,14.4,6.7
2021-07-15,Jaipur,154,32.4,67.6,25.5,10.8,1.84,31.7,26.0,74.5,11.1,0.0
2021-07-15,Lucknow,82,18.8,37.7,9.8,2.9,0.86,31.6,30.6,98.4,10.5,1.5
2021-07-15,Hyderabad,68,11.3,5.6,17.9,4.7,1.02,39.4,28.9,97.6,12.5,3.0
2021-07-15,Pune,62,10.0,10.3,13.5,7.0,0.71,45.5,23.4,93.8,12.0,2.9
2021-07-15,Ahmedabad,144,34.6,58.8,26.9,5.9,1.07,57.6,24.9,88.1,13.3,0.0
2021-07-15,Visakhapatnam,101,14.4,20.6,36.4,7.7,1.33,33.9,29.7,81.5,13.1,0.0
2021-07-16,Delhi,103,25.7,43.3,12.6,3.2,0.66,60.9,25.9,82.7,13.9,5.4
2021-07-16,Mumbai,66,10.0,26.6,15.3,5.5,0.86,20.5,30.4,95.5,14.9,7.3
2021-07-16,Bangalore,81,10.0,29.6,12.7,7.0,0.96,63.2,23.4,91.3,13.6,4.5
2021-07-16,Chennai,69,13.4,20.8,17.0,6.2,0.74,26.6,30.6,87.2,10.9,2.0
2021-07-16,Kolkata,172,44.4,64.1,33.8,4.1,1.68,38.6,26.3,93.9,9.2,1.0
2021-07-16,Jaipur,205,53.5,96.8,43.0,10.6,1.71,10.0,26.4,92.3,13.3,1.0
2021-07-16,Lucknow,105,23.8,46.8,15.8,5.7,0.86,46.6,29.3,80.5,11.4,3.7
2021-07-16,Hyderabad,75,10.0,30.4,16.8,5.2,0.85,40.8,25.9,87.9,13.0,2.0
2021-07-16,Pune,148,30.9,61.8,31.2,7.4,1.48,42.1,29.0,85.4,11.9,0.9
2021-07-16,Ahmedabad,76,18.6,25.4,8.9,5.0,0.92,25.5,28.5,71.5,11.9,4.9
2021-07-16,Visakhapatnam,51,10.0,8.1,10.0,4.2,0.55,38.2,22.5,83.3,15.7,2.8
2021-07-17,Delhi,254,69.9,131.8,33.3,7.4,1.85,54.0,25.0,93.3,9.1,0.0
2021-07-17,Mumbai,133,19.2,32.5,33.3,9.6,2.23,42.1,25.5,85.7,15.0,0.0
2021-07-17,Bangalore,70,10.0,21.7,16.7,5.3,0.97,32.5,25.8,69.6,14.7,1.3
2021-07-17,Chennai,69,10.0,20.5,18.5,7.0,0.84,28.7,22.7,75.7,13.0,4.2
2021-07-17,Kolkata,123,17.2,14.1,24.3,9.3,2.53,54.0,23.7,66.2,8.9,0.0
2021-07-17,Jaipur,82,18.8,23.8,23.9,4.2,0.81,14.9,27.0,83.0,9.7,2.3
2021-07-17,Lucknow,56,10.0,19.8,13.3,3.7,0.8,10.0,35.1,98.8,10.5,3.8
2021-07-17,Hyderabad,113,27.2,51.3,17.9,10.7,1.22,10.8,28.7,65.0,14.1,0.0
2021-07-17,Pune,74,11.0,16.8,18.7,5.1,0.84,51.0,30.6,96.8,9.2,2.4
2021-07-17,Ahmedabad,150,30.5,57.6,38.7,8.1,1.31,47.8,30.5,100.0,12.2,0.0
2021-07-17,Visakhapatnam,58,11.4,10.9,14.5,3.6,0.44,44.0,24.0,86.2,11.7,4.3
2021-07-18,Delhi,92,20.3,26.5,20.4,5.3,0.87,41.4,27.6,70.0,12.0,7.1
2021-07-18,Mumbai,63,16.8,11.0,5.0,3.0,0.66,46.7,24.5,81.7,11.9,6.5
2021-07-18,Bangalore,57,10.0,27.8,9.1,2.9,0.3,45.4,24.8,78.5,15.2,1.8
2021-07-18,Chennai,89,13.5,50.9,11.3,5.8,0.77,53.2,28.8,79.7,11.9,3.4
2021-07-18,Kolkata,154,34.9,71.9,29.6,13.1,1.48,22.3,26.0,97.6,14.0,0.0
2021-07-18,Jaipur,63,10.0,18.4,13.0,2.3,0.86,37.2,25.6,83.0,6.3,5.8
2021-07-18,Lucknow,107,26.0,49.2,18.5,4.6,0.79,38.3,29.8,76.7,11.6,4.8
2021-07-18,Hyderabad,147,24.0,53.6,36.7,9.0,2.25,19.9,26.3,77.9,11.9,0.0
2021-07-18,Pune,129,18.1,33.1,39.9,10.4,1.82,40.8,28.1,70.8,11.9,0.0
2021-07-18,Ahmedabad,134,28.1,66.8,16.5,13.3,1.24,47.5,31.1,81.6,8.7,0.0
2021-07-18,Visakhapatnam,92,14.7,38.9,20.6,4.3,0.81,53.8,30.5,88.9,10.8,6.1
2021-07-19,Delhi,133,28.0,41.4,41.6,12.6,1.18,25.1,27.9,67.9,12.8,0.0
2021-07-19,Mumbai,133,24.2,34.9,39.6,6.6,1.76,32.2,28.1,90.0,14.7,0.9
2021-07-19,Bangalore,155,28.0,52.2,53.7,9.5,1.01,64.8,22.8,93.8,9.0,0.0
2021-07-19,Chennai,139,21.7,31.8,36.5,8.3,2.41,32.1,26.4,100.0,13.8,0.0
2021-07-19,Kolkata,76,19.8,41.1,6.4,4.0,0.53,27.8,26.5,82.2,10.2,3.9
2021-07-19,Jaipur,97,19.0,33.3,12.6,6.5,1.25,47.8,27.9,84.9,11.9,5.6
2021-07-19,Lucknow,214,60.5,107.8,18.6,12.2,1.95,34.8,30.0,96.0,9.8,0.0
2021-07-19,Hyderabad,62,10.0,10.5,17.9,3.1,0.85,32.1,28.4,78.2,9.6,1.1
2021-07-19,Pune,81,15.0,26.0,16.0,3.9,1.15,27.8,23.3,85.8,11.9,3.4
2021-07-19,Ahmedabad,81,20.3,36.3,5.0,5.3,0.82,32.9,28.1,72.6,8.6,7.3
2021-07-19,Visakhapatnam,118,24.1,27.6,30.7,9.7,1.33,40.3,27.6,87.1,10.5,0.0
2021-07-20,Delhi,151,32.5,64.3,36.6,7.1,1.31,39.2,25.6,83.5,13.3,0.0
2021-07-20,Mumbai,81,11.2,43.8,11.8,4.5,0.9,43.0,27.3,89.1,17.0,0.0
2021-07-20,Bangalore,54,10.0,15.5,5.0,5.0,0.49,50.2,20.5,79.8,14.1,2.4
2021-07-20,Chennai,77,10.0,21.2,20.5,3.1,0.98,46.3,26.7,79.6,14.2,7.2
2021-07-20,Kolkata,81,14.1,23.7,15.8,4.7,0.82,57.3,25.8,96.7,12.4,1.5
2021-07-20,Jaipur,101,21.1,29.5,13.9,4.5,0.96,76.3,24.1,92.0,10.0,7.7
2021-07-20,Lucknow,71,11.5,11.0,17.4,4.2,0.95,44.9,25.4,79.7,12.1,4.3
2021-07-20,Hyderabad,69,10.6,12.8,20.2,5.4,0.93,31.4,27.8,86.7,12.0,7.2
2021-07-20,Pune,65,12.4,16.2,8.9,6.4,0.67,50.3,25.2,96.0,8.2,4.2
2021-07-20,Ahmedabad,131,26.9,37.4,35.0,9.2,1.39,41.0,24.8,83.2,12.8,0.6
2021-07-20,Visakhapatnam,139,22.9,45.6,55.9,5.6,0.91,53.7,29.5,92.0,12.2,0.0
2021-07-21,Delhi,71,11.4,12.1,19.2,5.9,0.58,61.6,23.2,85.4,13.4,1.4
2021-07-21,Mumbai,89,10.0,14.2,22.1,9.7,1.45,53.6,26.3,95.7,15.8,0.0
2021-07-21,Bangalore,60,10.0,15.1,20.9,4.0,0.59,25.0,30.4,88.1,10.3,3.1
2021-07-21,Chennai,64,10.0,24.1,10.5,3.9,0.48,59.6,29.2,77.6,12.9,2.6
2021-07-21,Kolkata,111,25.0,43.7,18.2,5.1,1.41,22.7,24.1,100.0,15.6,0.0
2021-07-21,Jaipur,173,43.4,66.3,38.6,14.9,1.08,52.2,32.0,79.7,14.6,0.0
2021-07-21,Lucknow,80,13.6,14.5,25.7,4.7,0.97,35.9,25.1,75.7,11.6,3.5
2021-07-21,Hyderabad,86,13.4,23.0,20.9,4.9,1.07,48.4,24.3,100.0,12.4,0.0
2021-07-21,Pune,129,17.9,24.7,29.4,6.1,2.33,57.1,27.0,84.2,9.9,0.0
2021-07-21,Ahmedabad,213,48.9,96.7,28.2,11.4,2.28,59.7,23.3,77.9,10.5,0.0
2021-07-21,Visakhapatnam,64,10.0,17.2,19.6,3.8,0.75,26.2,27.4,90.2,12.9,3.4
2021-07-22,Delhi,114,32.8,60.9,8.3,3.9,0.64,44.3,24.7,85.1,9.4,5.2
2021-07-22,Mumbai,70,11.8,9.6,19.2,6.4,0.73,50.8,29.4,87.1,14.5,7.7
2021-07-22,Bangalore,64,10.0,11.9,17.7,6.7,0.85,30.8,29.9,88.4,9.2,7.9
2021-07-22,Chennai,68,10.7,13.9,15.1,4.1,0.51,69.1,23.8,82.6,13.6,4.5
2021-07-22,Kolkata,103,25.4,39.9,15.9,6.7,0.71,49.9,30.4,88.7,13.7,3.8
2021-07-22,Jaipur,85,21.1,42.9,14.3,5.5,0.3,40.1,28.1,81.3,12.8,5.7
2021-07-22,Lucknow,123,30.3,49.2,32.1,9.0,0.4,50.0,24.2,77.7,14.1,0.4
2021-07-22,Hyderabad,59,11.9,13.3,10.3,7.3,0.63,33.7,24.6,76.1,13.7,2.7
2021-07-22,Pune,74,10.0,23.3,8.1,7.0,1.21,45.9,29.2,79.3,11.0,6.0
2021-07-22,Ahmedabad,82,15.3,32.9,16.5,6.5,0.84,32.5,28.5,100.0,11.7,2.4
2021-07-22,Visakhapatnam,127,12.5,33.0,41.2,12.7,2.23,29.0,27.0,96.8,12.5,0.1
2021-07-23,Delhi,118,25.2,60.0,20.5,5.4,0.31,85.9,33.0,88.6,14.4,5.7
2021-07-23,Mumbai,88,16.8,44.9,16.8,5.2,0.6,41.3,32.5,64.9,13.3,4.4
2021-07-23,Bangalore,50,10.0,26.0,11.9,3.1,0.42,10.0,30.2,74.3,11.6,2.5
2021-07-23,Chennai,112,17.9,33.3,18.7,10.0,1.6,56.5,31.5,86.9,11.7,0.0
2021-07-23,Kolkata,79,10.0,39.2,21.6,5.7,0.82,27.6,32.9,80.3,13.7,2.6
2021-07-23,Jaipur,82,15.2,16.2,16.2,6.2,0.86,62.0,28.0,100.0,14.4,7.1
2021-07-23,Lucknow,112,29.5,57.2,8.9,5.2,0.64,58.4,24.7,95.9,12.6,6.2
2021-07-23,Hyderabad,158,29.8,64.7,25.4,12.2,1.98,51.4,27.1,83.9,8.6,0.4
2021-07-23,Pune,67,10.0,21.8,11.3,2.6,0.75,53.4,26.2,97.3,6.4,7.1
2021-07-23,Ahmedabad,98,18.3,25.2,23.3,10.0,1.16,37.6,30.7,77.7,9.8,0.6
2021-07-23,Visakhapatnam,69,10.0,33.3,11.6,3.6,0.66,44.2,26.2,64.8,11.5,4.1
2021-07-24,Delhi,92,22.1,47.0,18.2,3.3,0.51,31.0,31.3,90.8,13.3,3.0
2021-07-24,Mumbai,123,23.1,49.0,26.1,5.0,1.61,28.5,30.3,86.6,11.4,0.0
2021-07-24,Bangalore,134,20.1,37.4,33.5,10.8,2.06,39.7,31.1,86.7,9.8,0.0
2021-07-24,Chennai,140,32.7,29.5,27.2,14.0,1.67,48.1,25.5,100.0,11.7,0.0
2021-07-24,Kolkata,106,20.3,32.5,38.2,13.0,0.77,24.1,25.5,88.5,13.0,0.0
2021-07-24,Jaipur,73,13.5,36.4,13.9,4.5,0.41,45.7,27.4,67.5,11.9,4.4
2021-07-24,Lucknow,214,61.9,108.1,30.9,14.1,1.42,24.1,26.3,78.5,12.2,0.0
2021-07-24,Hyderabad,73,16.7,15.7,15.9,3.7,1.07,17.3,24.3,79.9,10.8,2.1
2021-07-24,Pune,78,10.0,8.4,30.1,12.5,0.94,32.6,27.0,89.7,8.4,0.2
2021-07-24,Ahmedabad,147,31.3,59.0,32.5,8.1,1.44,40.0,27.2,100.0,11.1,0.0
2021-07-24,Visakhapatnam,129,30.4,41.9,8.4,17.1,1.87,34.2,31.8,80.5,14.5,0.0
2021-07-25,Delhi,299,94.7,178.0,17.8,11.0,1.73,45.5,28.3,72.7,9.8,0.0
2021-07-25,Mumbai,123,26.7,37.3,28.9,9.5,1.21,42.8,31.1,89.8,11.0,0.0
2021-07-25,Bangalore,105,18.6,43.9,30.3,6.4,1.14,16.9,32.1,84.3,15.6,0.2
2021-07-25,Chennai,149,33.9,63.6,24.2,11.0,1.38,47.3,26.5,78.9,11.7,0.0
2021-07-25,Kolkata,208,62.3,110.5,18.0,5.9,1.19,62.1,30.6,82.7,10.7,0.0
2021-07-25,Jaipur,73,15.8,16.7,11.8,5.9,0.58,56.7,29.3,69.4,13.4,1.6
2021-07-25,Lucknow,59,10.0,12.7,24.9,3.5,0.35,32.7,26.2,78.7,13.2,3.4
2021-07-25,Hyderabad,142,27.2,58.9,29.0,7.6,1.68,38.6,25.4,100.0,10.3,0.0
2021-07-25,Pune,147,33.5,54.5,37.8,11.3,0.96,50.7,25.2,88.2,12.7,0.0
2021-07-25,Ahmedabad,181,44.4,81.0,30.3,10.3,1.7,35.1,24.3,83.1,9.5,0.8
2021-07-25,Visakhapatnam,132,24.6,37.9,27.4,9.4,2.17,20.8,33.0,78.9,7.8,0.0
2021-07-26,Delhi,88,20.5,29.6,18.0,4.0,1.04,18.0,27.9,83.9,10.3,6.1
2021-07-26,Mumbai,76,10.0,27.4,16.9,6.9,0.88,42.4,25.3,91.0,10.5,7.2
